trace,full_seq_len,input_x_seq_len,true_y_seq_len,pred_y_seq_len,acc,recall,precision,f1,levenshtein,damerau_levenshtein,local_alignment,global_alignment,emph_start,longest_subsequence,longest_substring,overlap,entropy,input,true_encoded,pred_encoded,true_encoded_with_padding,pred_encoded_with_padding,true_decoded,pred_decoded
568,7,4,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
569,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
570,6,5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-002 | 021-001-002-005 | 021-001-002-005-006,022,022,022,022,<E>,<E>
571,9,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-022,000,022,000,022,<P>,<E>
572,7,4,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
573,8,4,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
574,6,4,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-013 | 021-001-013-008,012 -> 022,022,012 -> 022,022,SAVED_by_EMPLOYEE -> <E>,<E>
575,8,6,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
576,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
577,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
578,8,6,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
579,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
580,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
581,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
582,14,12,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-001 | 021-001-013-008-001-013 | 021-001-013-008-001-013-008 | 021-001-013-008-001-013-008-001 | 021-001-013-008-001-013-008-001-014 | 021-001-013-008-001-013-008-001-014-015 | 021-001-013-008-001-013-008-001-014-015-002 | 021-001-013-008-001-013-008-001-014-015-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
583,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
584,8,1,7,1,0.0,0.0,0.0,0.0,0.1428571428571429,0.1428571428571429,1.0,0.14285714285714285,0.0,0.1428571428571429,0.1428571428571429,1.0,0.27771377864771785,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
585,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
586,8,5,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
587,7,4,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-013 | 021-001-013-001,013 -> 008 -> 022,022,013 -> 008 -> 022,022,REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> <E>,<E>
588,7,3,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
589,8,6,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
590,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
591,9,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-022,000,022,000,022,<P>,<E>
592,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
593,8,3,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,022,015 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
594,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
595,9,5,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-007 | 021-001-007-008 | 021-001-007-008-001,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
596,7,6,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-002 | 021-001-002-005 | 021-001-002-005-006 | 021-001-002-005-006-022,000,022,000,022,<P>,<E>
597,8,3,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,022,015 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
598,8,6,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
599,7,5,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
600,5,4,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-013 | 021-001-013-008,022,022,022,022,<E>,<E>
601,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
602,7,2,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,022,014 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
603,8,6,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
604,8,3,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001 | 021-001-014,015 -> 002 -> 005 -> 006 -> 022,022,015 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
605,7,4,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
606,7,2,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,022,014 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
607,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
608,11,3,8,1,0.0,0.0,0.0,0.0,0.125,0.125,1.0,0.125,0.0,0.125,0.125,1.0,0.26307430519497754,021 | 021-001 | 021-001-013,008 -> 001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,008 -> 001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,REJECTED_by_EMPLOYEE -> SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
609,7,2,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,022,014 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
610,8,6,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005,006 -> 022,022,006 -> 022,022,Payment_Handled -> <E>,<E>
611,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
612,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
613,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006,022,022,022,022,<E>,<E>
614,8,7,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006,022,022,022,022,<E>,<E>
615,7,4,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
616,7,2,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,022,014 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
617,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
618,6,5,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-002 | 021-001-002-005 | 021-001-002-005-006,022,022,022,022,<E>,<E>
619,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
620,8,2,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021 | 021-001,014 -> 015 -> 002 -> 005 -> 006 -> 022,022,014 -> 015 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
621,7,4,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
622,8,5,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
623,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
624,8,1,7,1,0.0,0.0,0.0,0.0,0.1428571428571429,0.1428571428571429,1.0,0.14285714285714285,0.0,0.1428571428571429,0.1428571428571429,1.0,0.27771377864771785,021,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 015 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
625,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
626,7,3,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
627,8,4,4,1,0.0,0.0,0.0,0.0,0.25,0.25,1.0,0.25,0.0,0.25,0.25,1.0,0.35935730170421254,021 | 021-001 | 021-001-014 | 021-001-014-015,002 -> 005 -> 006 -> 022,022,002 -> 005 -> 006 -> 022,022,FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
628,8,7,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006 | 021-001-014-002-005-006-022,000,022,000,022,<P>,<E>
629,7,4,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
630,8,2,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021 | 021-001,014 -> 015 -> 002 -> 005 -> 006 -> 022,022,014 -> 015 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> APPROVED_by_BUDGET_OWNER -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
631,7,4,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
632,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
633,6,5,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-013 | 021-001-013-008 | 021-001-013-008-022,000,022,000,022,<P>,<E>
634,5,2,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001,013 -> 008 -> 022,022,013 -> 008 -> 022,022,REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> <E>,<E>
635,14,5,9,1,0.0,0.0,0.0,0.0,0.11111111111111116,0.11111111111111116,1.0,0.1111111111111111,0.0,0.11111111111111116,0.11111111111111116,1.0,0.25984091044852675,021 | 021-001 | 021-001-014 | 021-001-014-007 | 021-001-014-007-008,001 -> 013 -> 008 -> 001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 013 -> 008 -> 001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> REJECTED_by_ADMINISTRATION -> REJECTED_by_EMPLOYEE -> SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
636,10,4,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021 | 021-001 | 021-001-013 | 021-001-013-008,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
637,9,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-022,000,022,000,022,<P>,<E>
638,7,2,5,1,0.0,0.0,0.0,0.0,0.19999999999999996,0.19999999999999996,1.0,0.2,0.0,0.19999999999999996,0.19999999999999996,1.0,0.3221920815043502,021 | 021-001,014 -> 002 -> 005 -> 006 -> 022,022,014 -> 002 -> 005 -> 006 -> 022,022,APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
639,7,6,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,021 | 021-001 | 021-001-014 | 021-001-014-002 | 021-001-014-002-005 | 021-001-014-002-005-006,022,022,022,022,<E>,<E>
640,8,5,3,1,0.0,0.0,0.0,0.0,0.33333333333333337,0.33333333333333337,1.0,0.3333333333333333,0.0,0.33333333333333337,0.33333333333333337,1.0,0.41972078914818756,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002,005 -> 006 -> 022,022,005 -> 006 -> 022,022,Request_Payment -> Payment_Handled -> <E>,<E>
641,5,3,2,1,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.5,0.0,0.5,0.5,1.0,0.5408520829727552,021 | 021-001 | 021-001-013,008 -> 022,022,008 -> 022,022,REJECTED_by_EMPLOYEE -> <E>,<E>
642,7,1,6,1,0.0,0.0,0.0,0.0,0.16666666666666663,0.16666666666666663,1.0,0.16666666666666666,0.0,0.16666666666666663,0.16666666666666663,1.0,0.2966061330248052,021,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,001 -> 014 -> 002 -> 005 -> 006 -> 022,022,SUBMITTED_by_EMPLOYEE -> APPROVED_by_ADMINISTRATION -> FINAL_APPROVED_by_SUPERVISOR -> Request_Payment -> Payment_Handled -> <E>,<E>
643,9,8,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,021 | 021-001 | 021-001-014 | 021-001-014-015 | 021-001-014-015-002 | 021-001-014-015-002-005 | 021-001-014-015-002-005-006 | 021-001-014-015-002-005-006-022,000,022,000,022,<P>,<E>
